name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,D001,D255,fda_approved
ABIRATERONE,CHEMBL254328,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,2011.0,Antiandrogen,Small molecule,False,True,False,False,True,False,False,True,0.0,3.39817,1.0
PENICILLIN V,CHEMBL615,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,1958,PENICILLIN V POTASSIUM,Small molecule,False,True,False,False,True,False,False,True,1.0,3.49743,1.0
ESTROPIPATE,CHEMBL1200980,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,1977,ESTRONE SULFURIC ACID,Small molecule,False,True,False,False,True,False,True,True,1.0,3.35463,1.0
VINPOCETINE,CHEMBL71752,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,not found,,Small molecule,False,True,False,False,False,False,False,True,1.0,3.09727,1.0
MELOXICAM,CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,2000,Anti-Inflammatory (nonsteroidal),Small molecule,False,True,False,False,False,False,False,True,1.0,3.16022,1.0
TAZAROTENE,CHEMBL1657,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,1997,Keratolytic,Small molecule,False,True,False,False,False,False,True,False,1.0,3.66284,1.0
LOMEFLOXACIN,CHEMBL561,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,1992,LOMEFLOXACIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.19408,1.0
PIRENZEPINE,CHEMBL9967,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,not found,Anti-Ulcerative,Small molecule,False,True,False,False,False,False,False,False,1.0,3.26742,1.0
DIPIVEFRIN,CHEMBL1201262,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,1980,DIPIVEFRIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,1.0,3.29322,1.0
HALAZEPAM,CHEMBL970,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,1981,Sedative-Hypnotic,Small molecule,False,True,False,False,False,False,False,True,2.0,3.07675,1.0
GRISEOFULVIN,CHEMBL562,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,1962,Antifungal,Small molecule,False,True,False,False,True,False,False,True,1.0,2.9795,1.0
ROXADUSTAT,CHEMBL2338329,Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,not found,,Small molecule,False,True,False,False,False,False,False,True,2.0,3.60345,1.0
TRIFLUPROMAZINE,CHEMBL570,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1957,TRIFLUPROMAZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,2.0,3.19268,1.0
CLIDINIUM,CHEMBL620,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,1982,CLIDINIUM BROMIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.2028,1.0
ANILERIDINE,CHEMBL1201347,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,1982,ANILERIDINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,2.0,3.58595,1.0
EPOPROSTENOL,CHEMBL1139,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21,1995,EPOPROSTENOL SODIUM,Small molecule,False,True,False,False,True,True,False,False,0.0,3.78258,1.0
DINOPROSTONE,CHEMBL548,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,1977,Oxytocic; Prostaglandin,Small molecule,False,True,False,False,True,True,True,False,0.0,3.79431,1.0
LULICONAZOLE,CHEMBL2105689,N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,2013,,Small molecule,False,True,False,False,False,False,True,False,1.0,3.23265,1.0
ACECLOFENAC,CHEMBL93645,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,not found,,Small molecule,False,True,False,False,False,False,False,True,2.0,3.38245,1.0
ACENOCOUMAROL,CHEMBL397420,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,not found,,Small molecule,False,True,False,False,False,False,False,True,2.0,3.30676,1.0
METHYSERGIDE,CHEMBL485253,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,1962,METHYSERGIDE MALEATE,Small molecule,False,True,False,False,True,False,False,True,1.0,3.46434,1.0
LEVOMETHADYL ACETATE,CHEMBL1514,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1993,LEVOMETHADYL ACETATE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,2.89091,1.0
ISOPROPAMIDE,CHEMBL1201232,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,1957,ISOPROPAMIDE IODIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.05386,1.0
PIPOBROMAN,CHEMBL1585,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,1966,Antineoplastic,Small molecule,False,True,False,False,False,False,False,True,0.0,3.13872,1.0
IDOXURIDINE,CHEMBL788,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,1963,Antiviral (ophthalmic),Small molecule,False,True,False,False,True,False,True,False,0.0,2.88864,1.0
XIPAMIDE,CHEMBL517199,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,not found,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,False,False,True,2.0,3.19063,1.0
VALGANCICLOVIR,CHEMBL1201314,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,2001,VALGANCICLOVIR HYDROCHLORIDE,Small molecule,False,True,False,False,True,False,False,True,0.0,3.58117,1.0
YOHIMBINE,CHEMBL15245,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21,9999,YOHIMBINE HYDROCHLORIDE,Small molecule,False,True,False,False,True,False,False,False,1.0,3.41766,1.0
PIPENZOLATE,CHEMBL1619528,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,9999,PIPENZOLATE BROMIDE,Small molecule,False,True,False,False,False,False,False,False,2.0,3.26948,1.0
ETRETINATE,CHEMBL464,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,1986,Antipsoriatic,Small molecule,True,True,False,False,True,False,False,True,1.0,3.8217,1.0
ALPROSTADIL,CHEMBL495,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,1981,Vasodilator,Small molecule,False,True,False,False,True,True,True,False,0.0,3.79431,1.0
DINOPROST,CHEMBL815,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,1982,DINOPROST TROMETHAMINE,Small molecule,False,True,False,False,True,True,False,False,0.0,3.79431,1.0
AMODIAQUINE,CHEMBL682,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,1982,AMODIAQUINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.46834,1.0
SULINDAC,CHEMBL15770,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,1978,Anti-Inflammatory,Small molecule,False,True,False,False,False,False,False,True,2.0,3.39972,1.0
PIOGLITAZONE,CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,1999,PIOGLITAZONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.84099,1.0
METHYLNALTREXONE,CHEMBL1186579,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,2008,METHYLNALTREXONE BROMIDE,Small molecule,False,True,False,False,True,True,False,True,1.0,3.08883,1.0
ESTRADIOL VALERATE,CHEMBL1511,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,2010,Estrogen,Small molecule,False,True,False,False,True,True,False,True,1.0,3.49803,1.0
QUINESTRADOL,CHEMBL2107004,C[C@]12CC[C@@H]3c4ccc(OC5CCCC5)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,not found,,Small molecule,False,True,False,False,True,False,False,False,1.0,3.55587,1.0
DOPEXAMINE,CHEMBL77622,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,9999,DOPEXAMINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,2.0,4.1391,1.0
OMEGA-3-ACID ETHYL ESTERS,CHEMBL1200711,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC,2004.0,,Small molecule,False,True,False,False,False,False,False,True,0.0,4.35103,1.0
TOLRESTAT,CHEMBL436,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,not found,Inhibitor (aldose reductase),Small molecule,True,True,False,False,False,False,False,False,2.0,3.20635,1.0
INDOMETHACIN,CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1965,INDOMETHACIN SODIUM,Small molecule,False,True,False,False,False,True,True,True,2.0,3.26645,1.0
BALSALAZIDE,CHEMBL1201346,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,2000,BALSALAZIDE DISODIUM,Small molecule,False,True,False,False,False,False,False,True,2.0,3.83188,1.0
BENDAMUSTINE,CHEMBL487253,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,2008,BENDAMUSTINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False,1.0,3.47688,1.0
ROSIGLITAZONE,CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,1999,ROSIGLITAZONE MALEATE,Small molecule,True,True,False,False,False,False,False,True,1.0,3.78989,1.0
CINACALCET,CHEMBL1201284,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,2004,CINACALCET HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,3.0,3.66475,1.0
NALBUPHINE,CHEMBL895,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,1979,NALBUPHINE HYDROCHLORIDE,Small molecule,False,True,False,False,True,True,False,False,1.0,3.24924,1.0
OXYBUTYNIN,CHEMBL1231,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,1975,OXYBUTYNIN CHLORIDE,Small molecule,False,True,False,False,False,False,True,True,1.0,3.55566,1.0
TRICLABENDAZOLE,CHEMBL1086440,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,2019,,Small molecule,False,True,False,False,False,False,False,True,2.0,3.21796,1.0
ETORICOXIB,CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,not found,,Small molecule,False,True,False,False,False,False,False,True,1.0,3.34382,1.0
CILASTATIN,CHEMBL766,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,1985,CILASTATIN SODIUM,Small molecule,False,True,False,False,False,True,False,False,0.0,3.77459,1.0
PREDNISONE,CHEMBL635,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1955,Glucocorticoid,Small molecule,False,True,False,False,True,False,False,True,0.0,3.16493,1.0
CANRENOATE,CHEMBL1616951,C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O,9999,CANRENOATE POTASSIUM,Small molecule,False,True,False,False,True,False,False,False,0.0,3.32534,1.0
METHYCLOTHIAZIDE,CHEMBL1577,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1960,Diuretic; Antihypertensive,Small molecule,False,True,False,False,False,False,False,True,1.0,2.87655,1.0
RABEPRAZOLE,CHEMBL1219,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,1999,RABEPRAZOLE SODIUM,Small molecule,False,True,False,False,False,False,False,True,1.0,3.62963,1.0
CAPECITABINE,CHEMBL1773,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,1998,Antineoplastic,Small molecule,False,True,False,False,True,False,False,True,0.0,3.62967,1.0
GREPAFLOXACIN,CHEMBL583,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1997,GREPAFLOXACIN HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,True,1.0,3.20092,1.0
HALOPROGIN,CHEMBL1289,Clc1cc(Cl)c(OCC#CI)cc1Cl,1982,Antibacterial,Small molecule,False,True,False,False,False,False,True,False,1.0,2.8923,1.0
IXAZOMIB,CHEMBL2141296,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,2015.0,Proteasome Inhibitor,Small molecule,False,True,False,False,False,False,False,True,1.0,3.46633,1.0
FENOFIBRATE,CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,1993,,Small molecule,False,True,False,False,False,False,False,True,2.0,3.64834,1.0
NITRENDIPINE,CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,not found,Antihypertensive,Small molecule,False,True,False,False,False,False,False,False,1.0,3.07902,1.0
PREDNISOLONE,CHEMBL131,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1955,Glucocorticoid,Small molecule,False,True,False,False,True,False,True,True,0.0,3.16493,1.0
ILOPROST,CHEMBL494,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,2004,,Small molecule,False,True,False,False,True,False,True,False,0.0,3.78874,1.0
DROMOSTANOLONE PROPIONATE,CHEMBL1201048,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,1982,Antineoplastic,Small molecule,False,True,False,False,True,True,False,False,0.0,3.32973,1.0
BEZAFIBRATE,CHEMBL264374,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,not found,Antihyperlipoproteinemic,Small molecule,False,True,False,False,False,False,False,False,2.0,3.79461,1.0
BISACODYL,CHEMBL942,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,2004,Laxative,Small molecule,False,True,False,False,False,False,False,True,2.0,3.54674,1.0
LEVOFLOXACIN,CHEMBL33,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1996,Antibacterial,Small molecule,False,True,False,False,False,True,True,True,1.0,3.22632,1.0
OFLOXACIN,CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1990,Antibacterial,Small molecule,False,True,False,False,False,True,True,True,1.0,3.22632,1.0
BISMUTH SUBSALICYLATE,CHEMBL1120,O=C1O[Bi](O)Oc2ccccc21,1939.0,Antidiarrheal; Anti-Ulcerative; Antacid,Small molecule,False,True,False,False,False,False,False,True,1.0,2.29772,1.0
FOSPHENYTOIN,CHEMBL1201336,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1996,FOSPHENYTOIN SODIUM,Small molecule,False,True,False,False,False,True,False,False,2.0,3.15367,1.0
PIRETANIDE,CHEMBL349803,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,not found,Diuretic,Small molecule,False,True,False,False,False,False,False,False,2.0,3.06747,1.0
SOLIFENACIN,CHEMBL1734,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,2004,SOLIFENACIN SUCCINATE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.41135,1.0
HYDROCORTISONE,CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1952,Glucocorticoid,Small molecule,False,True,False,False,True,True,True,True,0.0,3.16493,1.0
FOSDENOPTERIN,CHEMBL2338675,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@@H]3COP(=O)(O)O[C@@H]3C(O)(O)[C@@H]1N2,2021,FOSDENOPTERIN HYDROBROMIDE,Small molecule,False,True,False,False,True,True,False,False,0.0,3.14254,1.0
CEFADROXIL,CHEMBL1644,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1978,Antibacterial,Small molecule,False,True,False,False,True,False,False,True,1.0,3.47562,1.0
OZENOXACIN,CHEMBL3990047,CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,2017,,Small molecule,False,True,False,False,False,False,True,False,1.0,3.38451,1.0
PHENETHICILLIN,CHEMBL1614637,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,not found,,Small molecule,False,True,False,False,True,False,False,False,1.0,3.48945,1.0
BUMETANIDE,CHEMBL1072,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1983,Diuretic,Small molecule,False,True,False,False,False,True,False,True,2.0,3.20412,1.0
CYCLOFENIL,CHEMBL141305,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,not found,,Small molecule,True,True,False,False,False,False,False,False,2.0,3.54674,1.0
QUINESTROL,CHEMBL1201165,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,1982,Estrogen,Small molecule,False,True,False,False,True,False,False,True,1.0,3.5355,1.0
FLUDARABINE PHOSPHATE,CHEMBL1096882,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,1991,Antineoplastic,Small molecule,False,True,False,False,True,True,False,True,0.0,3.31154,1.0
INDAPAMIDE,CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1983,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,False,False,True,2.0,3.30734,1.0
METOLAZONE,CHEMBL878,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1973,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,False,False,True,2.0,3.14327,1.0
AMOXICILLIN,CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1974,AMOXICILLIN SODIUM,Small molecule,False,True,False,False,True,True,False,True,1.0,3.45567,1.0
PERICIAZINE,CHEMBL251940,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,not found,,Small molecule,False,True,False,False,False,False,False,False,2.0,3.45464,1.0
TRIMETHAPHAN,CHEMBL1201329,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,1982,TRIMETHAPHAN CAMSYLATE,Small molecule,False,True,False,False,False,True,False,False,2.0,3.33043,1.0
ATOVAQUONE,CHEMBL1450,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,1992,Antipneumocystic,Small molecule,False,True,False,False,False,False,False,True,3.0,3.49684,1.0
RILPIVIRINE,CHEMBL175691,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,2011,RILPIVIRINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,2.0,3.80984,1.0
GLIBORNURIDE,CHEMBL529888,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,not found,Antidiabetic,Small molecule,False,True,False,False,False,False,False,False,1.0,3.39812,1.0
DROSPIRENONE,CHEMBL1509,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,2001,Aldosterone Antagonist,Small molecule,False,True,False,False,True,False,False,True,0.0,3.52803,1.0
BEPRIDIL,CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,1990,BEPRIDIL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,2.0,3.36817,1.0
CEFACLOR,CHEMBL680,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,1979,CEFACLOR,Small molecule,False,True,False,False,True,False,False,True,1.0,3.39002,1.0
PRUCALOPRIDE,CHEMBL117287,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,2018,PRUCALOPRIDE SUCCINATE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.6341,1.0
PROPIVERINE,CHEMBL1078261,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,not found,,Small molecule,False,True,False,False,False,False,False,False,2.0,3.2321,1.0
DIACEREIN,CHEMBL41286,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,not found,,Small molecule,False,True,False,False,False,False,False,False,3.0,3.20858,1.0
KETAZOLAM,CHEMBL2104356,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,not found,Tranquilizer (minor),Small molecule,False,True,False,False,False,False,False,False,2.0,2.80045,1.0
PROPANTHELINE,CHEMBL1180725,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,1953,PROPANTHELINE BROMIDE,Small molecule,False,True,False,False,False,True,False,True,2.0,3.37118,1.0
CINNARIZINE,CHEMBL43064,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,not found,Antihistaminic,Small molecule,False,True,False,False,False,False,False,False,3.0,3.71608,1.0
PERINDOPRIL,CHEMBL1581,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,1993,PERINDOPRIL ARGININE,Small molecule,False,True,False,False,False,False,False,True,0.0,3.35648,1.0
CARBOPROST,CHEMBL1237122,CCCCC[C@](C)(O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,1979,CARBOPROST TROMETHAMINE,Small molecule,False,True,False,False,True,True,False,False,0.0,3.78834,1.0
DEXLANSOPRAZOLE,CHEMBL1201863,Cc1c(OCC(F)(F)F)ccnc1C[S@@+]([O-])c1nc2ccccc2[nH]1,2009,,Small molecule,False,True,False,False,False,False,False,True,1.0,3.5335,1.0
LANSOPRAZOLE,CHEMBL480,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,1995,Anti-Ulcerative,Small molecule,False,True,False,False,False,True,False,True,1.0,3.5335,1.0
AMISULPRIDE,CHEMBL243712,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,2020,,Small molecule,False,True,False,False,False,True,False,False,1.0,3.38002,1.0
TRIMETREXATE,CHEMBL119,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1993,TRIMETREXATE GLUCURONATE,Small molecule,False,True,False,False,False,True,False,False,2.0,3.54921,1.0
CILOSTAZOL,CHEMBL799,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1999,Inhibitor (platelet); Vasodilator; Antithrombotic,Small molecule,False,True,False,False,False,False,False,True,1.0,3.8453,1.0
NORGESTIMATE,CHEMBL1200934,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1989,Progestin,Small molecule,False,True,False,False,True,False,False,True,0.0,3.33905,1.0
PRAJMALIUM,CHEMBL3833382,CCC[N+]12[C@H]3C[C@@]45c6ccccc6N(C)[C@H]4[C@@H]1C[C@@H]([C@H](CC)[C@H]2O)[C@H]3[C@H]5O,not found,,Small molecule,False,True,False,False,True,False,False,False,1.0,3.36193,1.0
REMOXIPRIDE,CHEMBL22242,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1990,REMOXIPRIDE HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,False,1.0,3.20141,1.0
PARECOXIB,CHEMBL1206690,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,9999,PARECOXIB SODIUM,Small molecule,False,True,False,False,False,False,False,False,2.0,3.52571,1.0
URIDINE TRIACETATE,CHEMBL2107381,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,2015,,Small molecule,False,True,False,False,True,False,False,True,0.0,3.22098,1.0
TEDIZOLID,CHEMBL1257051,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,2014.0,Antibacterial,Small molecule,False,True,False,False,False,True,False,True,1.0,3.70453,1.0
THIORIDAZINE,CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1962,THIORIDAZINE HYDROCHLORIDE,Small molecule,True,True,False,False,False,False,False,True,2.0,3.23505,1.0
SAMIDORPHAN,CHEMBL426084,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3,2021,SAMIDORPHAN L-MALATE,Small molecule,False,True,False,False,False,False,False,True,1.0,3.13973,1.0
SEGESTERONE ACETATE,CHEMBL3707377,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,2018,,Small molecule,False,True,False,False,True,False,True,False,0.0,3.28509,1.0
RIMEXOLONE,CHEMBL1200617,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1994,Anti-Inflammatory,Small molecule,False,True,False,False,True,False,True,False,0.0,3.16986,1.0
