,pref_name,SMILES,molecule_chembl_id,first_approval,molecule_type,indication_class,polymer_flag,withdrawn_flag,inorganic_flag,therapeutic_flag,natural_product,oral,parenteral,topical,mw
627,AZATHIOPRINE SODIUM,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],CHEMBL1200400,1974,Small molecule,Immunosuppressant,0,False,0,True,0,False,True,False,299.020137712
628,TICLOPIDINE HYDROCHLORIDE,Cl.Clc1ccccc1CN1CCc2sccc2C1,CHEMBL1717,1991,Small molecule,Inhibitor (platelet),0,False,0,True,0,True,False,False,299.03022584
629,GEMCITABINE HYDROCHLORIDE,Cl.Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,CHEMBL1637,1996,Small molecule,Antineoplastic,0,False,0,True,1,False,True,False,299.048439984
630,CHLORDIAZEPOXIDE,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,CHEMBL451,1960,Small molecule,"Sedative-Hypnotic,Tranquilizer (minor)",0,False,0,True,0,True,True,False,299.082539748
631,IMIPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,CHEMBL148,1985,Small molecule,Antibacterial,0,False,0,True,1,False,True,False,299.093977024
632,METOCLOPRAMIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CHEMBL86,1979,Small molecule,Anti-Emetic,0,False,0,True,0,True,True,False,299.140054624
633,PROTRIPTYLINE HYDROCHLORIDE,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,CHEMBL1200332,1967,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,299.144077384
634,NORTRIPTYLINE HYDROCHLORIDE,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,CHEMBL1201156,1964,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,299.144077384
635,CODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,CHEMBL485,1952,Small molecule,"Analgesic (narcotic); Antitussive,Antitussive,Antitussive; Analgesic (narcotic)",0,False,0,True,1,True,False,False,299.152143532
636,TRAMADOL HYDROCHLORIDE,COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl,CHEMBL1237065,1995,Small molecule,Analgesic,0,False,0,True,0,True,False,False,299.165206752
637,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,CHEMBL404,1993,Small molecule,Inhibitor (beta-lactamase),0,False,0,True,1,False,True,False,300.05284048399994
638,CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CHEMBL70418,2005,Small molecule,Tranquilizer (minor),0,False,0,True,0,True,False,False,300.066555336
639,TEMAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CHEMBL967,1981,Small molecule,Tranquilizer (minor),0,False,0,True,0,True,False,False,300.066555336
640,TETRACAINE HYDROCHLORIDE,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,CHEMBL1255654,2016,Small molecule,Anesthetic (local),0,False,0,True,0,False,False,True,300.16045572
641,TESTOLACTONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,CHEMBL1571,1969,Small molecule,Antineoplastic,0,False,0,True,0,True,True,False,300.172544628
642,ISOTRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,CHEMBL547,1982,Small molecule,Keratolytic,0,False,0,True,1,True,False,False,300.208930136
643,TRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,CHEMBL38,1971,Small molecule,Keratolytic,0,False,0,True,1,True,False,True,300.208930136
644,ALITRETINOIN,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,CHEMBL705,1999,Small molecule,,0,False,0,True,1,False,False,True,300.208930136
645,AMILORIDE HYDROCHLORIDE,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O,CHEMBL1398126,1981,Small molecule,Diuretic,0,False,0,True,0,True,False,False,301.045692636
646,PRAMIPEXOLE DIHYDROCHLORIDE,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,CHEMBL3182733,1997,Small molecule,,0,False,0,True,0,True,False,False,301.078238652
647,OXYMORPHONE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL963,1959,Small molecule,Analgesic (narcotic),0,False,0,True,1,True,True,True,301.131408088
648,OXPRENOLOL HYDROCHLORIDE,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,CHEMBL1200745,1983,Small molecule,Vasodilator (coronary),0,False,0,True,0,True,False,False,301.144471308
649,DIHYDROCODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341,CHEMBL1595,1983,Small molecule,Analgesic,0,False,0,True,1,True,False,False,301.167793596
650,DOBUTAMINE,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,CHEMBL926,1978,Small molecule,Cardiotonic,0,False,0,True,0,False,True,False,301.167793596
651,TEGASEROD,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,CHEMBL76370,2002,Small molecule,,0,True,0,True,0,True,False,False,301.190260356
652,TRIHEXYPHENIDYL,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,CHEMBL1490,1949,Small molecule,Anticholinergic; Antiparkinsonian,0,False,0,True,0,True,False,False,301.240564612
653,ETHACRYNIC ACID,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,CHEMBL456,1967,Small molecule,Diuretic,0,False,0,True,0,True,True,False,302.011264224
654,OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,CHEMBL425,1990,Small molecule,Anti-Inflammatory (gastrointestinal),0,False,0,True,0,True,False,False,302.05388603999995
655,FLURBIPROFEN SODIUM,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],CHEMBL3989754,1986,Small molecule,,0,False,0,True,0,False,False,True,302.093031492
656,SAFINAMIDE,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,CHEMBL396778,2017,Small molecule,,0,False,0,True,0,True,False,False,302.143056068
657,MASOPROCOL,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,CHEMBL313972,1992,Small molecule,,0,False,0,True,0,False,False,True,302.151809184
658,DESIPRAMINE HYDROCHLORIDE,CNCCCN1c2ccccc2CCc2ccccc21.Cl,CHEMBL1696,1964,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,302.154976416
659,EMEDASTINE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,CHEMBL594,1997,Small molecule,"Anti-Allergic; Antihistaminic, H1-Receptor; Asthma Prophylactic",0,False,0,True,0,False,False,True,302.210661452
660,METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL1395,1973,Small molecule,Androgen,0,False,0,True,1,True,False,True,302.2245802
661,CLOFARABINE,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,CHEMBL1750,2004,Small molecule,,0,False,0,True,1,False,True,False,303.053445112
662,CHLORAMBUCIL,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CHEMBL515,1957,Small molecule,Antineoplastic,0,False,0,True,0,True,False,False,303.07928420800005
663,FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CHEMBL407,1991,Small molecule,Antagonist (to benzodiazepine),0,False,0,True,0,False,True,False,303.101919528
664,APOMORPHINE HYDROCHLORIDE,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,CHEMBL1616,2004,Small molecule,Emetic,0,False,0,True,1,False,True,False,303.102606496
665,EZOGABINE,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,CHEMBL41355,2011,Small molecule,,0,False,0,True,0,True,False,False,303.138305036
666,PHENOXYBENZAMINE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CHEMBL753,1953,Small molecule,Antihypertensive,0,False,0,True,0,True,False,False,303.138992004
667,SCOPOLAMINE,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,CHEMBL569713,1979,Small molecule,,0,False,0,True,0,False,False,True,303.147058152
668,COCAINE,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,CHEMBL370805,2017,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,303.14705815200006
669,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,CHEMBL17,1958,Small molecule,Carbonic Anhydrase Inhibitor,0,False,0,True,0,True,False,False,303.91460403199994
670,MELPHALAN,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,CHEMBL852,1964,Small molecule,Antineoplastic,0,False,0,True,0,True,False,False,304.07453317599993
671,ESTETROL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,CHEMBL1230314,2021,Small molecule,,0,False,0,True,1,True,False,False,304.16745924799994
672,CLIOQUINOL,Oc1c(I)cc(Cl)c2cccnc12,CHEMBL497,1982,Small molecule,"Anti-Amebic; Anti-Infective, Topical",0,True,0,True,0,False,False,True,304.9104394600001
673,RISEDRONATE SODIUM,O=P([O-])(O)C(O)(Cc1cccnc1)P(=O)(O)O.[Na+],CHEMBL1654,1998,Small molecule,Regulator (calcium),0,False,0,True,0,True,False,False,304.9830192
674,SERTRALINE,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CHEMBL809,1991,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,305.073804904
675,FENOLDOPAM,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,CHEMBL588,1997,Small molecule,Dopamine Agonist; Antihypertensive,0,False,0,True,0,False,True,False,305.081871052
676,ENTACAPONE,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,CHEMBL953,1999,Small molecule,Antidyskinetic,0,False,0,True,0,True,False,False,305.10117058
677,ZALEPLON,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CHEMBL1521,1999,Small molecule,Sedative-Hypnotic,0,False,0,True,0,True,False,False,305.12766010000007
678,ORPHENADRINE HYDROCHLORIDE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,CHEMBL1201023,1957,Small molecule,,0,False,0,True,0,True,False,False,305.154642068
679,CAPSAICIN,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,CHEMBL294199,2009,Small molecule,"Antineuralgic, Specific Pain Syndromes, Topical; Analgesic (topical)",0,False,0,True,0,False,False,True,305.199093724
680,CHLOROPROCAINE HYDROCHLORIDE,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl,CHEMBL944,1955,Small molecule,Anesthetic (local),0,False,0,True,0,False,True,False,306.09018324
681,FLUCONAZOLE,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL106,1990,Small molecule,Antifungal,0,False,0,True,0,True,True,False,306.104065444
682,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,CHEMBL1789941,2011,Small molecule,,0,False,0,True,0,True,False,False,306.159294576
683,OXANDROLONE,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,CHEMBL1200436,1964,Small molecule,Androgen,0,False,0,True,1,True,False,False,306.21949482
684,TAFAMIDIS,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,CHEMBL2103837,2019,Small molecule,,0,False,0,True,0,True,False,False,306.980298444
685,NITAZOXANIDE,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CHEMBL1401,2002,Small molecule,,0,False,0,True,0,True,False,False,307.026291388
686,ALCAFTADINE,CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,CHEMBL1201747,2010,Small molecule,,0,False,0,True,0,False,False,True,307.168462292
687,ZOLPIDEM,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CHEMBL911,1992,Small molecule,Sedative-Hypnotic,0,False,0,True,0,True,False,True,307.168462292
688,BENZTROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,CHEMBL1201203,1954,Small molecule,Antiparkinsonian,0,False,0,True,0,True,True,False,307.19361442
689,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,CHEMBL423,1985,Small molecule,Antihypertensive; Anti-Anginal,0,False,0,True,0,True,False,True,307.214743788
690,LEVOBETAXOLOL,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,CHEMBL1201274,2000,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,False,False,True,307.214743788
691,FINGOLIMOD,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,CHEMBL314854,2010,Small molecule,,0,False,0,True,0,True,False,False,307.25112929600004
692,ALPRAZOLAM,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CHEMBL661,1981,Small molecule,Sedative-Hypnotic,0,False,0,True,0,True,False,False,308.082874096
693,SOTALOL HYDROCHLORIDE,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,CHEMBL1700,1992,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,True,False,308.096141212
694,WARFARIN,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CHEMBL1464,1954,Small molecule,Anticoagulant,0,False,0,True,0,True,True,False,308.10485899199995
695,PHENYLBUTAZONE,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,1980,Small molecule,Antirheumatic,0,True,0,True,0,True,False,False,308.15247787999994
696,INDECAINIDE,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,CHEMBL1201242,1989,Small molecule,Cardiac Depressant (anti-arrhythmic),0,False,0,True,0,True,False,False,308.188863388
697,BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,CHEMBL1200,1982,Small molecule,Anesthetic (topical),0,False,0,True,0,False,False,True,308.209992756
698,SULFISOXAZOLE ACETYL,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,CHEMBL1200910,1953,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,309.07832696
699,KETOTIFEN,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CHEMBL534,1999,Small molecule,Anti-Asthmatic,0,False,0,True,0,False,False,True,309.11873522800005
700,FLUOXETINE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CHEMBL41,1987,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,309.134048856
701,METHIXENE,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,CHEMBL1201342,1982,Small molecule,Relaxant (smooth muscle),0,False,0,True,0,True,False,False,309.155120736
702,METIPRANOLOL,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,CHEMBL1291,1989,Small molecule,"Antihypertensive (beta-blocker, ophthalmic)",0,True,0,True,0,False,False,True,309.194008344
703,NADOLOL,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,CHEMBL649,1979,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,False,False,309.194008344
704,METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CHEMBL651,1947,Small molecule,Analgesic (narcotic),0,False,0,True,0,True,True,False,309.209264484
705,DIPHENIDOL,OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,CHEMBL936,1967,Small molecule,Anti-Emetic,0,False,0,True,0,True,False,False,309.209264484
706,DICYCLOMINE,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,CHEMBL1123,1950,Small molecule,Anticholinergic,0,False,0,True,0,True,True,False,309.26677936000004
707,SULFADOXINE,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,CHEMBL1539,1981,Small molecule,Antibacterial,0,False,0,True,0,True,False,False,310.073575928
708,DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,CHEMBL1172,2001,Small molecule,,0,False,0,True,0,True,False,False,310.123676288
709,AVOBENZONE,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,CHEMBL1200522,1992,Small molecule,Sunscreen,0,False,0,True,0,False,False,True,310.156894564
710,ROPIVACAINE HYDROCHLORIDE,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,CHEMBL1889140,1996,Small molecule,,0,False,0,True,0,False,True,False,310.18119116400004
711,MESTRANOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,CHEMBL1201151,1961,Small molecule,Estrogen,0,False,0,True,1,True,False,False,310.193280072
712,DIVALPROEX SODIUM,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],CHEMBL2105613,1983,Small molecule,Anticonvulsant,0,False,0,True,0,True,False,False,310.21200375200004
713,DESOGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CHEMBL1533,1992,Small molecule,Progestin,0,False,0,True,1,True,False,False,310.22966558
714,LODOXAMIDE,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,CHEMBL1201266,1993,Small molecule,Anti-Asthmatic; Anti-Allergic,0,False,0,True,0,False,False,True,310.9945125919999
715,TOLAZAMIDE,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,CHEMBL817,1966,Small molecule,Antidiabetic,0,False,0,True,0,True,False,False,311.13036253200005
716,CYCLOBENZAPRINE HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,CHEMBL1200636,1977,Small molecule,Relaxant (muscle),0,False,0,True,0,True,False,False,311.144077384
717,DIENOGEST,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,CHEMBL1201864,2010,Small molecule,,0,False,0,True,1,True,False,False,311.18852904000005
718,BIPERIDEN,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,CHEMBL1101,1959,Small molecule,"Anticholinergic; Antiparkinsonian,Antiparkinsonian; Anticholinergic",0,False,0,True,0,True,True,False,311.224914548
719,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,CHEMBL715,1996,Small molecule,Antipsychotic,0,False,0,True,0,True,True,False,312.14086764
720,MOLINDONE HYDROCHLORIDE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,CHEMBL1200419,1974,Small molecule,Antipsychotic,0,False,0,True,0,True,False,False,312.16045572
721,ETHOPROPAZINE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,CHEMBL1206,1982,Small molecule,Antiparkinsonian,0,False,0,True,0,True,False,False,312.166019768
722,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,CHEMBL221959,2012,Small molecule,,0,False,0,True,0,True,False,False,312.16985926
723,PRAZIQUANTEL,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,CHEMBL976,1982,Small molecule,Anthelmintic (veterinary),0,False,0,True,0,True,False,False,312.183778008
724,GRANISETRON,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,CHEMBL289469,1993,Small molecule,Anti-Emetic,0,False,0,True,0,True,True,True,312.195011388
725,ETIDOCAINE HYDROCHLORIDE,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C.Cl,CHEMBL1200597,1976,Small molecule,,0,False,0,True,0,False,True,False,312.19684122800004
726,OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,1999,Small molecule,,0,False,0,True,0,True,False,False,312.204907376
727,DYDROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,CHEMBL1200853,1982,Small molecule,Progestin,0,False,0,True,1,True,False,False,312.208930136
728,LEVONORGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,CHEMBL1389,1982,Small molecule,Progestin,0,False,0,True,1,True,True,True,312.208930136
729,NORGESTREL,C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,CHEMBL2107797,1968,Small molecule,Progestin,0,False,0,True,1,True,False,False,312.208930136
730,SAPROPTERIN DIHYDROCHLORIDE,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1.Cl.Cl,CHEMBL1201775,2007,Small molecule,,0,False,0,True,1,True,False,False,313.070844764
731,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,CHEMBL1113,1980,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,313.098189812
732,MAPROTILINE HYDROCHLORIDE,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,CHEMBL1237135,1980,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,313.159727448
733,AMITRIPTYLINE HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,CHEMBL1200964,1961,Small molecule,Antidepressant,0,False,0,True,0,True,True,False,313.159727448
734,VENLAFAXINE HYDROCHLORIDE,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,CHEMBL1201066,1993,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,313.180856816
735,CLORAZEPIC ACID,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,CHEMBL1213252,1972,Small molecule,Tranquilizer (minor),0,False,0,True,0,True,False,False,314.045819892
736,ROFECOXIB,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CHEMBL122,1999,Small molecule,,0,True,0,True,0,True,False,False,314.061279928
737,DANTROLENE,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,CHEMBL1201288,1974,Small molecule,Relaxant (skeletal muscle),0,False,0,True,0,True,True,False,314.06511942
738,VALDECOXIB,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,CHEMBL865,2001,Small molecule,,0,True,0,True,0,True,False,False,314.07251330799994
739,SULFAPHENAZOLE,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,CHEMBL1109,1982,Small molecule,,0,False,0,True,0,True,False,False,314.083746688
740,RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CHEMBL1790041,1983,Small molecule,Antagonist (to histamine-H2 receptors),0,False,0,True,0,True,True,False,314.14126156399993
741,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CHEMBL415,1989,Small molecule,Antidepressant,0,False,0,True,0,True,False,False,314.154976416
742,PERGOLIDE,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL531,1988,Small molecule,Dopamine Agonist,0,True,0,True,1,True,False,False,314.18166983199995
743,ESTRADIOL ACETATE,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CHEMBL1200430,2003,Small molecule,,0,False,0,True,1,True,False,True,314.188194692
744,CANNABIDIOL,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,CHEMBL190461,2018,Small molecule,,0,False,0,True,0,True,False,False,314.2245802
745,PROGESTERONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL103,1976,Small molecule,Progestin,0,False,0,True,1,True,True,True,314.2245802
746,DRONABINOL,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,CHEMBL465,1985,Small molecule,Anti-Emetic,0,False,0,True,1,True,False,False,314.2245802
747,EFAVIRENZ,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,CHEMBL223228,1998,Small molecule,,0,False,0,True,0,True,False,False,315.027390868
748,CLONAZEPAM,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,CHEMBL452,1975,Small molecule,Anticonvulsant,0,False,0,True,0,True,False,False,315.04106886
749,CHLORPROTHIXENE,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,CHEMBL908,1967,Small molecule,Antipsychotic,0,False,0,True,0,True,True,False,315.084848256
750,DOXEPIN HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2COc2ccccc21.Cl,CHEMBL1628234,1969,Small molecule,Antidepressant,0,False,0,True,0,True,False,True,315.138992004
751,OXYCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,CHEMBL656,1950,Small molecule,Analgesic (narcotic),0,True,0,True,1,True,False,False,315.147058152
752,ROTIGOTINE,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,CHEMBL1303,2007,Small molecule,,0,False,0,True,0,False,False,True,315.16568542000005
753,SAXAGLIPTIN,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,CHEMBL385517,2009,Small molecule,,0,False,0,True,0,True,False,False,315.19467704
754,PYRITHIONE ZINC,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2],CHEMBL3392049,1986,Small molecule,,0,False,0,True,0,False,False,True,315.931861696
755,FEBUXOSTAT,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,CHEMBL1164729,2009,Small molecule,,0,False,0,True,0,True,False,False,316.08816337199994
756,TIMOLOL,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,CHEMBL499,1978,Small molecule,Anti-Adrenergic (beta-receptor),0,False,0,True,0,True,False,True,316.156911628
757,SODIUM TETRADECYL SULFATE,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],CHEMBL1200354,1946,Small molecule,,0,False,0,True,0,False,True,False,316.168424688
758,IMIPRAMINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,CHEMBL1692,1959,Small molecule,Antidepressant,0,False,0,True,0,True,True,False,316.17062648
